वृतांत,,वृतांत,
शैख,,शैख,
बेबीग्रो,,बेबीग्रो,
डालेगी,,डालेगी,
अंतःसर्पी,अंतः,सर्पी,
सिध्दांत,,सिध्दांत,
आंखें,,आंख,ें
कुण्डल,,कुण्डल,
निज़,,निज़,
शक्तिहीन,,शक्ति,हीन
खतनारहित,,खतना,रहित
फ़्रेन्ड्ज़,,फ़्रेन्ड्ज़,
पहुंच,,पहुंच,
छेड़ा,,छेड़ा,
भेदक,,भेदक,
बेन्हूर,,बेन्हूर,
बीतेंगे,,बीतेंगे,
मसखाली,,मसखाली,
तपश्चर्या,,तपश्चर्या,
ख़तरनाक,,ख़तरनाक,
मथता,,मथता,
संचलन,,संचलन,
मोसंबी,,मोसंबी,
प्राचार्य,,प्राचार्य,
कवात्सल्य,,कवात्सल्य,
राज,,राज,
ऐश्वर्यहीन,,ऐश्वर्य,हीन
आइरिस,,आइरिस,
बिल,,बिल,
उल्ल्,,उल्ल्,
प्लेयर,,प्लेयर,
कौड़ी,,कौड़ी,
दृष्टिवैषम्य,,दृष्टिवैषम्य,
साँया,,साँया,
असैनिक,अ,सैनिक,
पातक,,पातक,
कर्मठता,,कर्मठ,ता
नगरी,,नगर,ी
शोषक,,शोषक,
मुर्झाना,,मुर्झा,ना
सेटलाइट,,सेटलाइट,
ज़िरौक्स,,ज़िरौक्स,
श्रेणीबध्द,,श्रेणीबध्द,
केन्या,,केन्या,
वैधव्य,,वैधव्य,
त्रस्‍त,,त्रस्‍त,
अतल,अ,तल,
परेशान,,परेशान,
नशाबन्दी,,नशा,बन्दी
पथ्थर,,पथ्थर,
प्रभावात्मक,,प्रभावात्मक,
करण,,करण,
चिंताजनकता,,चिंताजनक,ता
तह,,तह,
चिल्ला,,चिल्ला,
जलथली,,जलथल,ी
स्थावर,,स्थावर,
क्रंच,,क्रंच,
निष्ठुर,,निष्ठुर,
बेपरवाही,,बेपरवाह,ी
नामावाली,,नामावाली,
स्टेनोग्राफ़ी,,स्टेनोग्राफ़ी,
योनिमुख,,योनिमुख,
पिटा,,पिट,ा
संग्रहण,सं,ग्रहण,
जन्मपूर्व,,जन्म,पूर्व
धोऊंगा,,धो,ऊंगा
बैटरी,,बैटरी,
आलेखक,आ,लेखक,
कैंडी,,कैंडी,
जंक,,जंक,
कड़ुआ,,कड़ुआ,
ब्याना,,ब्याना,
विसूचिका,व,िसूचिका,
नतीज़े,,नतीज़ा,े
बीबी,,बीबी,
खाल्,,खाल्,
गमला,,गमला,
श्रृंगार,,श्रृंगार,
समुह,,समुह,
भट्ठा,,भट्ठा,
इनका,,इनका,
अज्जा,,अज्जा,
अपरीक्षणीय,अ,परीक्षण,ीय
बसाएं,,बसा,एं
खोलती,,खोल,ती
भनक,,भनक,
सैकड़ों,,सैकड़ा,ों
झगड़ालू,,झगड़ा,लू
उत्कटतापूर्वक,,उत्कटता,पूर्वक
देवियों,,देवि,यों
चापलूसी,,चापलूस,ी
विडम्बना,,विडम्बना,
पोसे,,पोसे,
बालचारिका,,बालचारिका,
अनुबन्धित,अनु,बन्धित,
बिस्खोपरा,,बिस्खोपरा,
आवृत,,आवृत,
कन,,कन,
निर्लाभ,निर्,लाभ,
युद्धाश्व,,युद्धाश्व,
मल्टीमीडिया,,मल्टीमीडिया,
फरजंद,,फरजंद,
ज्यांग,,ज्यांग,
बरसना,,बरस,ना
सुरुचि,सु,रुचि,
इंटरैक्टिव,,इंटरैक्टिव,
करेगें,,करेगें,
अनुसरणकर्ता,,अनुसरण,कर्ता
ट्राइफ़ोलियम,,ट्राइफ़ोलियम,
चूमने,,चूम,ने
रेलगाड़ी,,रेलगाड़ी,
मचान,,मचान,
श्रदांजली,,श्रदांजली,
अयोग्य,अ,योग्य,
विश्रामस्थान,,विश्रामस्थान,
बर्जिल्लै,,बर्जिल्लै,
लुटिया,,लुटिया,
लुटे,,लुट,े
कृतिमता,,कृतिम,ता
खुदकी,,खुदकी,
रिक्त्,,रिक्त्,
सिपुर्द,,सिपुर्द,
जनसामान्य,,जनसामान्य,
लटकने,,लटक,ने
सिकुन्दुस,,सिकुन्दुस,
सृष्‍टिकर्ता,,सृष्‍टि,कर्ता
रुढिवादी,,रुढिवाद,ी
मूड,,मूड,
हुण्डी,,हुण्डी,
नायब,,नायब,
मोहजाल,,मोहजाल,
तोलक,,तोलक,
ंगत,,ंगत,
रैन,,रैन,
हरिजन,,हरिजन,
पहरुओं,,पहरु,ओं
सैलमी,,सैलमी,
बिक्री,,बिक्री,
समापवर्त्य,,समापवर्त्य,
समावेश,,समावेश,
खिलाड़ियों,,खिलाड़ि,यों
शामत,,शामत,
शीर्षकों,,शीर्षक,ों
संकल्पित,,संकल्पित,
मुलाकात,,मुलाकात,
उरवीक्ष,,उरवीक्ष,
कवायद,,कवायद,
हेडमास्टर,,हेडमास्टर,
छपछपाते,,छपछपा,ते
कोरहवंशी,,कोरहवंशी,
मरोड़ता,,मरोड़,ता
सांठ,,सांठ,
स्त्रापित,,स्त्रापित,
मेहरबानी,,मेहरबान,ी
प्रलापी,,प्रलाप,ी
सेलर,,सेलर,
अस्वरूपी,अ,स्वरूप,ी
बहिःस्त्राव,बहिः,स्त्राव,
फहराती,,फहरा,ती
असमाधेय,अ,समाधेय,
रैप,,रैप,
रंज,,रंज,
प्रतिनिधित्व,,प्रतिनिधि,त्व
अमिश्रणीय,अ,मिश्रण,ीय
जर्जर,,जर्जर,
धड़कने,,धड़कन,े
बताए,,बता,ए
निरुपण,,निरुपण,
अविश्वस्त,अ,विश्वस्त,
